,no.,date,time,source,destination,protocol,length,tcp_retransmission,flags,source_port,destination_port,seq,win,len,mss,ack
271,272,2020-11-02,06:08:01,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,6389,0,4096,0,1460,False
272,273,2020-11-02,06:08:06,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2525,0,2048,0,1460,False
273,274,2020-11-02,06:08:12,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,7000,0,1024,0,1460,False
274,275,2020-11-02,06:08:18,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1840,0,3072,0,1460,False
275,276,2020-11-02,06:08:23,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,280,0,1024,0,1460,False
276,277,2020-11-02,06:08:29,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1131,0,3072,0,1460,False
277,278,2020-11-02,06:08:34,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,10002,0,3072,0,1460,False
278,279,2020-11-02,06:08:40,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3017,0,2048,0,1460,False
279,280,2020-11-02,06:08:46,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,700,0,4096,0,1460,False
280,281,2020-11-02,06:08:51,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5500,0,4096,0,1460,False
281,282,2020-11-02,06:08:57,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,32781,0,4096,0,1460,False
282,283,2020-11-02,07:41:14,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1084,0,2048,0,1460,False
283,284,2020-11-02,07:41:20,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5190,0,2048,0,1460,False
284,285,2020-11-02,07:41:26,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,6788,0,4096,0,1460,False
285,286,2020-11-02,07:41:31,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,8045,0,2048,0,1460,False
286,287,2020-11-02,07:41:37,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5431,0,4096,0,1460,False
287,288,2020-11-02,07:41:42,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3945,0,2048,0,1460,False
288,289,2020-11-02,07:41:48,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,11967,0,4096,0,1460,False
289,290,2020-11-02,07:41:54,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,8300,0,3072,0,1460,False
290,291,2020-11-02,07:42:00,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,49999,0,1024,0,1460,False
291,292,2020-11-02,07:42:06,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1183,0,1024,0,1460,False
292,293,2020-11-02,07:42:11,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,44176,0,1024,0,1460,False
293,294,2020-11-02,07:42:18,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5214,0,4096,0,1460,False
294,295,2020-11-02,07:42:24,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,17,0,2048,0,1460,False
295,296,2020-11-02,07:42:30,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,6699,0,4096,0,1460,False
296,297,2020-11-02,07:42:35,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3814,0,2048,0,1460,False
297,298,2020-11-02,07:42:41,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,24444,0,3072,0,1460,False
298,299,2020-11-02,07:42:46,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,26,0,2048,0,1460,False
299,300,2020-11-02,07:42:52,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3369,0,3072,0,1460,False
300,301,2020-11-02,07:42:58,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2382,0,4096,0,1460,False
301,302,2020-11-02,07:43:04,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,666,0,2048,0,1460,False
302,303,2020-11-02,07:43:09,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1244,0,2048,0,1460,False
303,304,2020-11-02,07:43:15,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3052,0,2048,0,1460,False
304,305,2020-11-02,07:43:21,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,62078,0,2048,0,1460,False
305,306,2020-11-02,07:43:26,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3918,0,1024,0,1460,False
306,307,2020-11-02,07:43:32,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,801,0,3072,0,1460,False
307,308,2020-11-02,07:43:37,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,19101,0,4096,0,1460,False
308,309,2020-11-02,09:07:37,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,32781,0,4096,0,1460,False
309,310,2020-11-02,09:07:43,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5500,0,4096,0,1460,False
310,311,2020-11-02,09:07:49,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,700,0,4096,0,1460,False
311,312,2020-11-02,09:07:54,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3017,0,3072,0,1460,False
312,313,2020-11-02,09:08:00,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,10002,0,3072,0,1460,False
313,314,2020-11-02,09:08:05,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1131,0,2048,0,1460,False
314,315,2020-11-02,09:08:11,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,280,0,2048,0,1460,False
315,316,2020-11-02,09:08:17,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1840,0,2048,0,1460,False
316,317,2020-11-02,09:08:22,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,7000,0,2048,0,1460,False
317,318,2020-11-02,09:08:28,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2525,0,2048,0,1460,False
318,319,2020-11-02,09:08:33,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,6389,0,1024,0,1460,False
319,320,2020-11-02,09:08:39,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1123,0,1024,0,1460,False
320,321,2020-11-02,09:08:45,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,9666,0,2048,0,1460,False
321,322,2020-11-02,09:08:50,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,40911,0,2048,0,1460,False
322,323,2020-11-02,09:08:56,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,6839,0,2048,0,1460,False
323,324,2020-11-02,10:41:14,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,19101,0,4096,0,1460,False
324,325,2020-11-02,10:41:20,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,801,0,1024,0,1460,False
325,326,2020-11-02,10:41:24,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3918,0,1024,0,1460,False
326,327,2020-11-02,10:41:29,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,62078,0,3072,0,1460,False
327,328,2020-11-02,10:41:33,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3052,0,3072,0,1460,False
328,329,2020-11-02,10:41:38,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1244,0,2048,0,1460,False
329,330,2020-11-02,10:41:44,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,666,0,2048,0,1460,False
330,331,2020-11-02,10:41:49,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2382,0,3072,0,1460,False
331,332,2020-11-02,10:41:55,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3369,0,3072,0,1460,False
332,333,2020-11-02,10:42:01,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,26,0,1024,0,1460,False
333,334,2020-11-02,10:42:06,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,24444,0,4096,0,1460,False
334,335,2020-11-02,10:42:12,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3814,0,3072,0,1460,False
335,336,2020-11-02,10:42:18,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,6699,0,2048,0,1460,False
336,337,2020-11-02,10:42:23,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,17,0,1024,0,1460,False
337,338,2020-11-02,10:42:29,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5214,0,4096,0,1460,False
338,339,2020-11-02,10:42:35,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,4899,0,1024,0,1460,False
339,340,2020-11-02,10:42:41,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,52869,0,4096,0,1460,False
340,341,2020-11-02,10:42:47,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,4006,0,1024,0,1460,False
341,342,2020-11-02,10:42:53,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3493,0,3072,0,1460,False
342,343,2020-11-02,10:43:00,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3737,0,1024,0,1460,False
343,344,2020-11-02,10:43:06,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5221,0,4096,0,1460,False
344,345,2020-11-02,10:43:12,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5080,0,2048,0,1460,False
345,346,2020-11-02,10:43:18,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2020,0,3072,0,1460,False
346,347,2020-11-02,10:43:23,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,48080,0,4096,0,1460,False
347,348,2020-11-02,10:43:29,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,20222,0,4096,0,1460,False
348,349,2020-11-02,10:43:35,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5963,0,4096,0,1460,False
349,350,2020-11-02,12:07:38,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1524,0,1024,0,1460,False
350,351,2020-11-02,12:07:44,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1154,0,2048,0,1460,False
351,352,2020-11-02,12:07:50,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,8086,0,4096,0,1460,False
352,353,2020-11-02,12:07:55,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1047,0,4096,0,1460,False
353,354,2020-11-02,12:08:01,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1060,0,2048,0,1460,False
354,355,2020-11-02,12:08:06,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2522,0,3072,0,1460,False
355,356,2020-11-02,12:08:12,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2046,0,3072,0,1460,False
356,357,2020-11-02,12:08:18,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3476,0,3072,0,1460,False
357,358,2020-11-02,12:08:23,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2811,0,4096,0,1460,False
358,359,2020-11-02,12:08:29,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,4129,0,3072,0,1460,False
359,360,2020-11-02,12:08:34,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,16001,0,3072,0,1460,False
360,361,2020-11-02,12:08:40,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2001,0,2048,0,1460,False
361,362,2020-11-02,12:08:46,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5631,0,4096,0,1460,False
362,363,2020-11-02,12:08:51,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3827,0,4096,0,1460,False
363,364,2020-11-02,12:08:57,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3809,0,4096,0,1460,False
364,365,2020-11-02,13:41:17,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5963,0,3072,0,1460,False
365,366,2020-11-02,13:41:24,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,20222,0,2048,0,1460,False
366,367,2020-11-02,13:41:29,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,48080,0,4096,0,1460,False
367,368,2020-11-02,13:41:34,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2020,0,1024,0,1460,False
368,369,2020-11-02,13:41:38,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5080,0,3072,0,1460,False
369,370,2020-11-02,13:41:43,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5221,0,4096,0,1460,False
370,371,2020-11-02,13:41:47,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3737,0,4096,0,1460,False
371,372,2020-11-02,13:41:52,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3493,0,4096,0,1460,False
372,373,2020-11-02,13:41:56,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,4006,0,4096,0,1460,False
373,374,2020-11-02,13:42:01,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,52869,0,4096,0,1460,False
374,375,2020-11-02,13:42:05,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,4899,0,2048,0,1460,False
375,376,2020-11-02,13:42:10,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,44501,0,1024,0,1460,False
376,377,2020-11-02,13:42:15,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,9,0,4096,0,1460,False
377,378,2020-11-02,13:42:20,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1328,0,2048,0,1460,False
378,379,2020-11-02,13:42:25,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1166,0,1024,0,1460,False
379,380,2020-11-02,13:42:29,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,4005,0,4096,0,1460,False
380,381,2020-11-02,13:42:34,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5800,0,3072,0,1460,False
381,382,2020-11-02,13:42:38,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1040,0,2048,0,1460,False
382,383,2020-11-02,13:42:43,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,99,0,4096,0,1460,False
383,384,2020-11-02,13:42:47,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5440,0,3072,0,1460,False
384,385,2020-11-02,13:42:52,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,27356,0,1024,0,1460,False
385,386,2020-11-02,13:42:58,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,4111,0,1024,0,1460,False
386,387,2020-11-02,13:43:07,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,19780,0,3072,0,1460,False
387,388,2020-11-02,13:43:31,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,7800,0,3072,0,1460,False
388,389,2020-11-02,13:43:36,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1087,0,3072,0,1460,False
389,390,2020-11-02,13:43:40,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1666,0,2048,0,1460,False
390,391,2020-11-02,15:07:43,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3809,0,4096,0,1460,False
391,392,2020-11-02,15:07:52,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3827,0,4096,0,1460,False
392,393,2020-11-02,15:07:58,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5631,0,4096,0,1460,False
393,394,2020-11-02,15:08:03,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2001,0,1024,0,1460,False
394,395,2020-11-02,15:08:09,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,16001,0,1024,0,1460,False
395,396,2020-11-02,15:08:15,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,4129,0,3072,0,1460,False
396,397,2020-11-02,15:08:21,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2811,0,2048,0,1460,False
397,398,2020-11-02,15:08:26,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3476,0,2048,0,1460,False
398,399,2020-11-02,15:08:32,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2046,0,2048,0,1460,False
399,400,2020-11-02,15:08:37,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2522,0,2048,0,1460,False
400,401,2020-11-02,15:08:43,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1060,0,1024,0,1460,False
401,402,2020-11-02,15:08:49,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1047,0,2048,0,1460,False
402,403,2020-11-02,15:08:54,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,8086,0,4096,0,1460,False
403,404,2020-11-02,15:09:00,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1154,0,2048,0,1460,False
404,405,2020-11-02,15:09:06,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1524,0,3072,0,1460,False
405,406,2020-11-02,16:41:15,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1666,0,4096,0,1460,False
406,407,2020-11-02,16:41:23,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1087,0,1024,0,1460,False
407,408,2020-11-02,16:41:29,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,7800,0,3072,0,1460,False
408,409,2020-11-02,16:41:35,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,19780,0,3072,0,1460,False
409,410,2020-11-02,16:41:41,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,4111,0,1024,0,1460,False
410,411,2020-11-02,16:41:46,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,27356,0,2048,0,1460,False
411,412,2020-11-02,16:41:52,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5440,0,3072,0,1460,False
412,413,2020-11-02,16:41:57,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,99,0,2048,0,1460,False
413,414,2020-11-02,16:42:03,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1040,0,3072,0,1460,False
414,415,2020-11-02,16:42:09,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5800,0,4096,0,1460,False
415,416,2020-11-02,16:42:14,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,4005,0,1024,0,1460,False
416,417,2020-11-02,16:42:20,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1166,0,1024,0,1460,False
417,418,2020-11-02,16:42:26,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1328,0,4096,0,1460,False
418,419,2020-11-02,16:42:31,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,9,0,2048,0,1460,False
419,420,2020-11-02,16:42:37,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,44501,0,4096,0,1460,False
420,421,2020-11-02,16:42:43,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2968,0,4096,0,1460,False
421,422,2020-11-02,16:42:49,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2909,0,2048,0,1460,False
422,423,2020-11-02,16:42:56,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2393,0,2048,0,1460,False
423,424,2020-11-02,16:43:02,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1070,0,2048,0,1460,False
424,425,2020-11-02,16:43:08,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,254,0,2048,0,1460,False
425,426,2020-11-02,16:43:14,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3784,0,3072,0,1460,False
426,427,2020-11-02,16:43:20,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,10009,0,1024,0,1460,False
427,428,2020-11-02,16:43:26,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1097,0,1024,0,1460,False
428,429,2020-11-02,16:43:31,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,9593,0,4096,0,1460,False
429,430,2020-11-02,16:43:37,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1151,0,3072,0,1460,False
430,431,2020-11-02,16:43:43,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,4224,0,1024,0,1460,False
431,432,2020-11-02,18:07:40,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,49176,0,3072,0,1460,False
432,433,2020-11-02,18:07:48,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,8000,0,1024,0,1460,False
433,434,2020-11-02,18:07:53,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1027,0,2048,0,1460,False
434,435,2020-11-02,18:07:59,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,30,0,1024,0,1460,False
435,436,2020-11-02,18:08:05,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5811,0,2048,0,1460,False
436,437,2020-11-02,18:08:10,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2260,0,1024,0,1460,False
437,438,2020-11-02,18:08:16,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1461,0,1024,0,1460,False
438,439,2020-11-02,18:08:22,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3000,0,3072,0,1460,False
439,440,2020-11-02,18:08:27,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,60443,0,1024,0,1460,False
440,441,2020-11-02,18:08:33,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,8400,0,1024,0,1460,False
441,442,2020-11-02,18:08:38,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,32785,0,2048,0,1460,False
442,443,2020-11-02,18:08:44,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,9110,0,4096,0,1460,False
